x,y,z,Bx,By,Bz
-18051.0,-17053.0,0.0,3.2157748,7.30145,-2.1782334
-18051.0,-16553.0,0.0,3.5812912,7.6239414,-2.194779
-18051.0,-16053.0,0.0,3.981352,7.9482937,-2.208207
-18051.0,-15553.0,0.0,4.419147,8.271755,-2.221751
-18051.0,-15053.0,0.0,4.89686,8.593363,-2.2381446
-18051.0,-14553.0,0.0,5.415489,8.914202,-2.2582567
-18051.0,-14053.0,0.0,5.975206,9.236363,-2.2806687
-18051.0,-13553.0,0.0,6.57617,9.561363,-2.3017654
-18051.0,-13053.0,0.0,7.2194877,9.888176,-2.3166182
-18051.0,-12553.0,0.0,7.9075093,10.21212,-2.3202317
-18051.0,-12053.0,0.0,8.643714,10.524916,-2.308782
-18051.0,-11553.0,0.0,9.431685,10.815469,-2.280374
-18051.0,-11053.0,0.0,10.274191,11.0717535,-2.2352192
-18051.0,-10553.0,0.0,11.171771,11.282445,-2.1752944
-18051.0,-10053.0,0.0,12.122069,11.438123,-2.1034892
-18051.0,-9553.0,0.0,13.119539,11.531737,-2.0229008
-18051.0,-9053.0,0.0,14.155803,11.558299,-1.9359546
-18051.0,-8553.0,0.0,15.220448,11.514067,-1.8440663
-18051.0,-8053.0,0.0,16.302029,11.395606,-1.7477788
-18051.0,-7553.0,0.0,17.388828,11.199205,-1.6470873
-18051.0,-7053.0,0.0,18.469194,10.920733,-1.5419341
-18051.0,-6553.0,0.0,19.531948,10.556446,-1.4329778
-18051.0,-6053.0,0.0,20.565662,10.103508,-1.3214489
-18051.0,-5553.0,0.0,21.558924,9.561135,-1.2094175
-18051.0,-5053.0,0.0,22.499895,8.931045,-1.0993378
-18051.0,-4553.0,0.0,23.376465,8.217585,-0.993671
-18051.0,-4053.0,0.0,24.17652,7.4274764,-0.89459866
-18051.0,-3553.0,0.0,24.8884,6.5692806,-0.8038672
-18051.0,-3053.0,0.0,25.501415,5.652817,-0.7227027
-18051.0,-2553.0,0.0,26.006409,4.6886415,-0.652072
-18051.0,-2053.0,0.0,26.396301,3.6879272,-0.59278136
-18051.0,-1553.0,0.0,26.666346,2.6620584,-0.5454449
-18051.0,-1053.0,0.0,26.81433,1.6226699,-0.51053154
-18051.0,-553.0,0.0,26.840572,0.58129394,-0.48824227
-18051.0,-53.0,0.0,26.747581,-0.4506625,-0.47848555
-18051.0,447.0,0.0,26.539724,-1.4622257,-0.48097554
-18051.0,947.0,0.0,26.222967,-2.4428504,-0.49529907
-18051.0,1447.0,0.0,25.804462,-3.3826663,-0.52106535
-18051.0,1947.0,0.0,25.292513,-4.2725663,-0.5578814
-18051.0,2447.0,0.0,24.695982,-5.1046095,-0.60516655
-18051.0,2947.0,0.0,24.024828,-5.8722973,-0.66209227
-18051.0,3447.0,0.0,23.289297,-6.5710244,-0.7272762
-18051.0,3947.0,0.0,22.50013,-7.1982684,-0.79886717
-18051.0,4447.0,0.0,21.668,-7.753577,-0.87460285
-18051.0,4947.0,0.0,20.80346,-8.238161,-0.9522993
-18051.0,5447.0,0.0,19.916391,-8.654603,-1.029969
-18051.0,5947.0,0.0,19.015905,-9.006202,-1.106111
-18051.0,6447.0,0.0,18.110239,-9.29659,-1.1797855
-18051.0,6947.0,0.0,17.206432,-9.529491,-1.2505122
-18051.0,7447.0,0.0,16.310919,-9.708426,-1.3181237
